Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-January-2015,43.7,44.6,43.5,44.25,44.1786526329273,93679,1063,4138612,49269,52.59,1.1,0.55
5-January-2015,44.75,44.8,43.7,43.8,44.1197460716996,54031,696,2383834,24575,45.48,1.1,-0.95
6-January-2015,43.65,43.65,42.45,42.6,42.92905389106,41454,736,1779581,21290,51.36,1.2,-1.05
7-January-2015,43.75,43.75,42.3,42.35,42.4776058631922,36840,417,1564875,22603,61.35,1.45,-1.4
8-January-2015,42.95,44.2,42.7,43.65,43.3926128849424,105860,976,4593542,69728,65.87,1.5,0.7
9-January-2015,45.1,45.6,43.8,44,44.6864176821748,162152,1946,7245992,72793,44.89,1.8,-1.1
12-January-2015,44.1,44.3,43.7,44,44.0425940786417,47354,641,2085593,26786,56.57,0.6,-0.1
13-January-2015,44,44.6,43.65,43.75,44.1481072478361,61577,577,2718508,33534,54.46,0.95,-0.25
14-January-2015,44.05,44.05,43,43.3,43.2951467519204,22521,431,975050,11047,49.05,1.05,-0.75
15-January-2015,44.2,45,43.9,44.1,44.2243842710945,120873,1252,5345534,68948,57.04,1.1,-0.1
16-January-2015,44.1,44.1,43.45,43.65,43.7955568357758,27773,330,1216334,18867,67.93,0.65,-0.45
19-January-2015,43.6,43.9,43.35,43.7,43.6842038175966,31381,490,1370854,19692,62.75,0.55,0.1
20-January-2015,43.8,43.95,43.4,43.6,43.7505101314478,42146,633,1843909,30854,73.21,0.55,-0.2
21-January-2015,43.45,44.45,43.4,43.8,43.8655638612034,43344,564,1901309,25156,58.04,1.05,0.35
22-January-2015,42.75,43.9,42.75,43.05,43.436928578201,73829,684,3206905,51603,69.9,1.15,0.3
23-January-2015,43.3,43.75,42.65,42.85,43.060857192301,52007,637,2239466,33437,64.29,1.1,-0.45
27-January-2015,43.1,43.6,42.55,42.7,42.9783239718023,26527,441,1140086,10359,39.05,1.05,-0.4
28-January-2015,42.55,43.1,41.8,42.25,42.5048162486469,54503,655,2316640,32782,60.15,1.3,-0.3
29-January-2015,42.25,42.55,41.85,42.1,42.1366138265081,27252,412,1148307,19984,73.33,0.7,-0.15
30-January-2015,42.35,42.55,41.05,41.8,41.6482951458369,75461,873,3142822,48548,64.34,1.5,-0.55
2-February-2015,41.3,42,41.3,41.7,41.7228361941814,46781,461,1951836,30318,64.81,0.7,0.4
3-February-2015,42,42.4,41.3,41.45,41.7054494405922,47014,578,1960740,22495,47.85,1.1,-0.55
4-February-2015,41.65,41.75,40.7,41.05,41.1173600560944,34228,451,1407365,18720,54.69,1.05,-0.6
5-February-2015,41.15,41.4,40.7,40.8,40.9933478380474,39987,547,1639201,24871,62.2,0.7,-0.35
6-February-2015,40.8,41.3,40,40.35,40.2917958967997,87054,785,3507562,58181,66.83,1.3,-0.45
9-February-2015,40,40.5,39.45,39.55,39.7312879141391,42860,662,1702883,23102,53.9,1.05,-0.45
10-February-2015,39.25,40.35,39.25,39.7,39.9265197751802,29001,452,1157909,12217,42.13,1.1,0.45
11-February-2015,40.05,40.25,39.7,40.1,39.9935865317166,19958,265,798192,12754,63.9,0.55,0.05
12-February-2015,40.1,40.55,39.7,40.1,40.0376490875126,41754,549,1671732,22330,53.48,0.85,0
13-February-2015,40.1,41,40.1,40.6,40.6599172734928,80748,1152,3283207,32506,40.26,0.9,0.5
16-February-2015,40.55,41.85,40.55,40.7,41.2547725567566,71974,818,2969271,30767,42.75,1.3,0.15
18-February-2015,41,41.2,40.25,40.45,40.6293700458907,35955,459,1460829,19195,53.39,0.95,-0.55
19-February-2015,40.5,40.7,40,40.2,40.2174595170057,35694,354,1435522,26182,73.35,0.7,-0.3
20-February-2015,40.5,40.8,40.1,40.4,40.4268039507623,47687,546,1927833,21475,45.03,0.7,-0.1
23-February-2015,40.5,40.85,39.8,39.9,40.1596623563218,50112,413,2012481,34598,69.04,1.05,-0.6
24-February-2015,40.3,40.3,39.55,39.75,39.7791411042945,23309,417,927212,15046,64.55,0.75,-0.55
25-February-2015,40.05,40.3,39.5,39.65,39.8583782467038,32841,357,1308989,17138,52.18,0.8,-0.4
26-February-2015,39.75,39.75,39.05,39.3,39.3604775481112,22448,374,883564,14806,65.96,0.7,-0.45
27-February-2015,39.5,40.25,39.3,40,39.8816308636563,43339,595,1728430,17411,40.17,0.95,0.5
28-February-2015,40.5,40.95,39.65,39.85,40.2373997052563,30535,494,1228649,15220,49.84,1.3,-0.65
2-March-2015,40.15,40.15,39.5,39.7,39.7517697185225,29807,355,1184881,21893,73.45,0.65,-0.45
3-March-2015,40.05,40.25,39.5,40.1,39.8223994994525,31965,355,1272923,21549,67.41,0.75,0.05
4-March-2015,41,41.7,39.75,39.9,40.8112119339556,92241,1035,3764467,46300,50.19,1.95,-1.1
5-March-2015,40.05,40.25,39.3,39.45,39.6449468085106,31584,446,1252146,16949,53.66,0.95,-0.6
9-March-2015,39.5,39.5,38.65,38.8,39.1136388523872,36528,470,1428743,24103,65.98,0.85,-0.7
10-March-2015,39,39.3,38.4,38.7,38.7620274568219,24839,327,962810,15165,61.05,0.9,-0.3
11-March-2015,38.5,38.8,38,38.15,38.3269736379613,71125,859,2726006,42580,59.87,0.8,-0.35
12-March-2015,38.2,38.75,38.2,38.45,38.4331113801453,23128,346,888881,16562,71.61,0.55,0.25
13-March-2015,38.55,39,38,38.05,38.3552091652667,36311,529,1392716,21948,60.44,1,-0.5
16-March-2015,38.05,38.05,37.25,37.7,37.641806869228,35841,452,1349120,23743,66.25,0.8,-0.35
17-March-2015,37.6,37.95,37,37.2,37.3040906850665,36522,436,1362420,23408,64.09,0.95,-0.4
18-March-2015,37.15,38,36.6,37.15,37.443966029724,117750,835,4409027,71585,60.79,1.4,0
19-March-2015,37.2,37.6,36.5,36.6,36.9815082771306,40775,468,1507921,30748,75.41,1.1,-0.6
20-March-2015,36.5,36.5,36,36.05,36.1408678551037,31526,414,1139377,18863,59.83,0.5,-0.45
23-March-2015,36.05,36.05,35.25,35.3,35.4812051708901,48657,472,1726409,41760,85.83,0.8,-0.75
24-March-2015,35.1,35.6,35,35,35.1824129808951,34389,383,1209888,23225,67.54,0.6,-0.1
25-March-2015,35,35,34.6,34.75,34.6933520052904,25707,285,891862,17030,66.25,0.4,-0.25
26-March-2015,34.1,35.4,34.1,35.15,34.8680968423834,60552,656,2111333,38578,63.71,1.3,1.05
27-March-2015,35.25,36.3,34.6,35.5,35.15241502071,58426,663,2053815,32034,54.83,1.7,0.25
30-March-2015,36.5,36.75,35.5,36.5,36.053973188265,25735,326,927849,18909,73.48,1.25,0
31-March-2015,36.5,37.4,36.4,37.1,36.9135045958049,25458,391,939744,15792,62.03,1,0.6
1-April-2015,37.15,37.9,36.85,37.6,37.2501028537233,26737,378,995956,16242,60.75,1.05,0.45
6-April-2015,38.1,38.4,37.5,38.1,37.9313812317798,54198,555,2055805,28988,53.49,0.9,0
7-April-2015,38.25,38.9,37.7,38.25,38.2994546979866,23840,383,913059,14298,59.97,1.2,0
8-April-2015,38.4,39.25,37.8,39.1,38.6257739086709,63638,654,2458067,38080,59.84,1.45,0.7
9-April-2015,39.45,40,38.65,39.5,39.5047845985098,26439,391,1044467,14762,55.83,1.35,0.05
10-April-2015,39.65,40.25,39.25,40,39.8538858617723,27896,344,1111764,20806,74.58,1,0.35
13-April-2015,40,40.4,39.55,40.05,40.041553321506,25365,328,1015654,12271,48.38,0.85,0.05
15-April-2015,40.05,40.8,39.9,40.25,40.4073726881176,39470,508,1594879,21004,53.22,0.9,0.2
16-April-2015,40.25,40.55,39.75,40,39.9557504351319,14938,268,596859,11952,80.01,0.8,-0.25
17-April-2015,39.5,40.1,39,39.3,39.6385671215487,25208,298,999209,14817,58.78,1.1,-0.2
20-April-2015,39.3,39.3,37.85,38.1,38.5872993119266,41856,448,1615110,27750,66.3,1.45,-1.2
21-April-2015,38.7,38.7,36.95,37.5,37.9350754899816,31991,469,1213581,18192,56.87,1.75,-1.2
22-April-2015,38,38.25,37.45,37.7,37.7059855578333,54147,389,2041666,44541,82.26,0.8,-0.3
23-April-2015,38,38.5,37.5,37.65,37.8973830491537,16011,300,606775,8935,55.81,1,-0.35
24-April-2015,38.3,38.3,37.3,37.4,37.5319068664439,18554,307,696367,10495,56.56,1,-0.9
27-April-2015,37.5,37.7,36.45,37,36.9329983719755,35626,403,1315775,26385,74.06,1.25,-0.5
28-April-2015,36.95,37.55,36.75,37.25,37.1811306719564,16132,264,599806,8838,54.79,0.8,0.3
29-April-2015,37.2,37.65,37.15,37.3,37.3926870707602,41789,423,1562603,27639,66.14,0.5,0.1
30-April-2015,36.9,37.25,36.8,37.05,37.0889145496536,12124,171,449666,10100,83.31,0.45,0.15
4-May-2015,37.8,38,37.2,37.8,37.5842661691542,22512,327,846097,14656,65.1,0.8,0
5-May-2015,38.05,38.05,37.35,37.6,37.6092236218391,52951,314,1991446,46394,87.62,0.7,-0.45
6-May-2015,37.7,37.7,36.05,36.8,36.6653864851726,20570,303,754207,12868,62.56,1.65,-0.9
7-May-2015,36.5,36.55,35,35.8,35.7440842060833,37907,646,1354951,19560,51.6,1.55,-0.7
8-May-2015,36.7,36.7,35.75,36.1,36.0419101204645,13863,229,499649,9482,68.4,0.95,-0.6
11-May-2015,36.1,37.8,36,37.35,37.0632819582956,22060,225,817616,11216,50.84,1.8,1.25
12-May-2015,37.4,37.5,36.8,37.05,37.0049040018506,21615,137,799861,15969,73.88,0.7,-0.35
13-May-2015,37.1,37.65,37,37.25,37.3546886184681,16764,114,626214,13121,78.27,0.65,0.15
14-May-2015,37.3,38.4,37.1,37.9,37.9089944134078,35800,389,1357142,13598,37.98,1.3,0.6
15-May-2015,41.5,44.15,41.05,41.4,42.242365075189,676562,4173,28579579,151170,22.34,3.1,-0.1
18-May-2015,41.6,41.6,40.15,40.35,40.7424625725634,81825,624,3333752,35833,43.79,1.45,-1.25
19-May-2015,40.4,40.5,39.2,39.45,39.7837842365357,59695,461,2374893,34083,57.1,1.3,-0.95
20-May-2015,39.5,40.25,39.1,39.3,39.750418879056,42375,380,1684424,16270,38.4,1.15,-0.2
21-May-2015,39.3,39.4,38.65,38.95,38.9231388189197,28584,309,1112579,12644,44.23,0.75,-0.35
22-May-2015,38.95,39.75,38.7,38.95,39.2108583173861,56436,335,2212904,29002,51.39,1.05,0
25-May-2015,38.85,38.95,38.3,38.4,38.5580195848803,40133,303,1547449,26674,66.46,0.65,-0.45
26-May-2015,38.4,38.4,37.8,38.15,38.1735712672239,22135,135,844972,16477,74.44,0.6,-0.25
27-May-2015,37.95,39,37.8,38.6,38.6330483678507,61177,528,2363454,33929,55.46,1.2,0.65
28-May-2015,38.45,39,38.25,38.75,38.624538289613,42505,280,1641736,13694,32.22,0.75,0.3
29-May-2015,38.5,39.25,38.5,39.1,38.9273688688993,16453,175,640472,7975,48.47,0.75,0.6
1-June-2015,39.65,39.65,39,39.05,39.2709937660433,10908,123,428368,7007,64.24,0.65,-0.6
2-June-2015,39.25,39.25,37.8,38,38.7356134774317,39325,233,1523278,23584,59.97,1.45,-1.25
3-June-2015,37.8,38.1,36,36.5,36.6784351399674,37473,301,1374451,20415,54.48,2.1,-1.3
4-June-2015,35.85,36.8,35.85,36.35,36.2856700285704,29051,184,1054135,18715,64.42,0.95,0.5
5-June-2015,36.25,36.4,35.8,36,36.0911881934719,18566,177,670069,10991,59.2,0.6,-0.25
8-June-2015,36.5,36.6,35.4,35.8,35.8913989008395,29659,264,1064503,15229,51.35,1.2,-0.7
9-June-2015,35.5,36.15,35.5,35.65,35.8504921634067,23671,121,848617,18758,79.24,0.65,0.15
10-June-2015,35.9,36.1,35.65,35.95,35.9780710486646,35159,181,1264953,20087,57.13,0.45,0.05
11-June-2015,36.15,36.25,35.2,35.5,35.6341567812156,32708,216,1165522,22009,67.29,1.05,-0.65
12-June-2015,35.3,35.75,35,35.55,35.362842815576,16153,128,571216,7528,46.6,0.75,0.25
15-June-2015,35.45,35.75,35.2,35.55,35.5646121254918,9913,96,352552,5575,56.24,0.55,0.1
16-June-2015,35.6,35.8,35.25,35.6,35.5337554547788,11687,124,415283,7921,67.78,0.55,0
17-June-2015,35.65,37.7,35.5,36.8,36.7389112743936,63285,468,2325022,28958,45.76,2.2,1.15
18-June-2015,36.55,37,36.55,36.9,36.892999467235,46925,187,1731204,33049,70.43,0.45,0.35
19-June-2015,36.7,36.7,36.2,36.3,36.4393317025892,21667,158,789531,11474,52.96,0.5,-0.4
22-June-2015,36.3,37.5,36.2,37.05,37.0244128814513,35555,312,1316403,16817,47.3,1.3,0.75
23-June-2015,37.5,37.75,37.05,37.15,37.4130653266332,30845,163,1154006,20505,66.48,0.7,-0.35
24-June-2015,36.95,37.35,36.5,36.65,36.892870439315,10744,103,396377,7260,67.57,0.85,-0.3
25-June-2015,37,37,36.3,36.5,36.4875968992248,21930,116,800173,16947,77.28,0.7,-0.5
26-June-2015,36.7,36.7,36.1,36.25,36.3734239335598,13245,115,481766,6781,51.2,0.6,-0.45
29-June-2015,35.5,35.9,35.1,35.45,35.4781716162584,14614,177,518478,5396,36.92,0.8,-0.05
30-June-2015,35.65,37,35.5,35.9,35.9811831165215,50274,293,1808918,22393,44.54,1.5,0.25
1-July-2015,36.5,39.1,36.05,38.65,37.9591631636391,92539,632,3512703,56638,61.2,3.05,2.15
2-July-2015,40.5,41.35,38.05,38.7,39.8783261343173,238227,1471,9500094,112204,47.1,3.3,-1.8
3-July-2015,38.5,38.5,37.85,38,38.2044047790413,27788,241,1061624,14930,53.73,0.65,-0.5
6-July-2015,37,37.9,36.7,37.6,37.3083372533828,36139,301,1348286,13268,36.71,1.2,0.6
7-July-2015,40,40,38.25,38.55,38.8994071275002,107443,710,4179469,45453,42.3,1.75,-1.45
8-July-2015,37.7,38.2,37.2,37.65,37.6085732906742,33756,247,1269515,16795,49.75,1,-0.05
9-July-2015,38.05,38.2,37.35,37.5,37.6430697463926,57451,473,2162632,36992,64.39,0.85,-0.55
10-July-2015,37.5,37.75,37.3,37.5,37.5011036309458,18122,141,679595,8601,47.46,0.45,0
13-July-2015,37.4,38,37.1,37.85,37.5798326728313,22710,191,853438,9462,41.66,0.9,0.45
14-July-2015,37.75,37.95,37.4,37.55,37.7133043279139,26202,214,988164,12667,48.34,0.55,-0.2
15-July-2015,37.5,37.95,37.05,37.2,37.3985564419509,34221,254,1279816,25177,73.57,0.9,-0.3
16-July-2015,37.25,37.85,37.25,37.65,37.7100121114251,49540,311,1868154,39777,80.29,0.6,0.4
17-July-2015,37.55,39.55,37.25,39.3,38.7633950678419,100970,629,3913940,66657,66.02,2.3,1.75
20-July-2015,39.15,40.6,38.5,40.1,39.6834821188009,111346,815,4418597,58312,52.37,2.1,0.95
21-July-2015,42,42,39,39.2,40.3777321060642,193166,1161,7799605,95870,49.63,3,-2.8
22-July-2015,39.5,41,38.5,39.5,39.1459805758,63529,343,2486905,35402,55.73,2.5,0
23-July-2015,40.65,40.8,39.1,39.25,39.6987750253056,164983,900,6549623,92097,55.82,1.7,-1.4
24-July-2015,39,39.45,38,38.2,38.5963177039215,40138,298,1549179,22846,56.92,1.45,-0.8
27-July-2015,38.9,38.9,36.9,37.05,37.6232795724353,42286,333,1590938,25234,59.67,2,-1.85
28-July-2015,38.45,38.45,36.7,37.5,37.3321034690194,49870,415,1861752,16493,33.07,1.75,-0.95
29-July-2015,38.4,38.45,37.4,37.85,37.7212879826618,113045,603,4264203,55678,49.25,1.05,-0.55
30-July-2015,38.5,38.5,37.05,37.95,37.7741263103443,65727,515,2482780,31712,48.25,1.45,-0.55
31-July-2015,39.4,39.8,38.35,38.45,38.7667098743086,256899,1407,9959129,75573,29.42,1.45,-0.95
3-August-2015,39,39.25,38.45,38.85,38.9432598193177,87557,576,3409755,40903,46.72,0.8,-0.15
4-August-2015,39.1,39.1,38.25,38.6,38.5758908263836,39570,291,1526448,15724,39.74,0.85,-0.5
5-August-2015,39.05,39.45,38.55,38.65,38.9177445888842,62002,380,2412978,37729,60.85,0.9,-0.4
6-August-2015,38.4,38.9,38.2,38.4,38.5165618289276,52621,385,2026780,28637,54.42,0.7,0
7-August-2015,38.3,38.5,37.9,38.15,38.2824269181885,14949,164,572284,8932,59.75,0.6,-0.15
10-August-2015,37.85,38.45,37.4,37.65,37.8794712977506,33743,236,1278167,23695,70.22,1.05,-0.2
11-August-2015,38.15,38.3,36.85,37.05,37.4715170278638,32300,268,1210330,17698,54.79,1.45,-1.1
12-August-2015,38,38,36.25,36.4,36.9098272138229,77784,495,2870994,37642,48.39,1.75,-1.6
13-August-2015,35,35.95,34.85,35.1,35.2285807870479,106855,752,3764350,56100,52.5,1.1,0.1
14-August-2015,34.6,35.65,34.5,35.45,35.2315982572804,47971,339,1690095,22057,45.98,1.15,0.85
17-August-2015,36,37.15,35.8,36.85,36.5755905511811,119380,888,4366394,37010,31,1.35,0.85
18-August-2015,37.8,38,36.55,36.9,37.286894617296,65599,667,2445983,27868,42.48,1.45,-0.9
19-August-2015,37,37,36,36.1,36.2129544143104,34660,298,1255141,15612,45.04,1,-0.9
20-August-2015,36,36.3,35.35,35.95,35.86638972711,76551,664,2745608,42058,54.94,0.95,-0.05
21-August-2015,35.3,35.3,34.4,35.15,34.9807410922608,25287,223,884558,12271,48.53,0.9,-0.15
24-August-2015,35,35,33.55,34.05,34.0121799527495,119787,377,4074217,102332,85.43,1.45,-0.95
25-August-2015,33.8,34.5,32.6,33.95,33.5992101236508,48362,543,1624925,23344,48.27,1.9,0.15
26-August-2015,33.95,34.5,33.55,34.25,34.0030780737587,69524,415,2364030,46861,67.4,0.95,0.3
27-August-2015,34.05,35.1,34.05,34.9,34.7581391550523,36736,235,1276875,20112,54.75,1.05,0.85
28-August-2015,35.25,35.45,35.15,35.2,35.2523975781146,22627,172,797656,14076,62.21,0.3,-0.05
31-August-2015,35.05,35.3,34.75,34.95,34.9777372132145,27939,146,977243,16618,59.48,0.55,-0.1
1-September-2015,34.85,34.95,33.9,34.5,34.4834151888322,41333,256,1425303,23082,55.84,1.05,-0.35
2-September-2015,34.5,35.1,34.25,34.95,34.8599357426346,47621,238,1660065,32970,69.23,0.85,0.45
3-September-2015,34.8,35.15,34.6,35.05,34.8355146896399,36216,252,1261603,20405,56.34,0.55,0.25
4-September-2015,35.2,35.2,33.45,34.05,34.000112098198,35683,266,1213226,20621,57.79,1.75,-1.15
7-September-2015,34.5,34.5,33.5,33.8,33.9308365044395,14979,113,508250,10241,68.37,1,-0.7
8-September-2015,33.9,34.35,33.4,34.2,33.8529304103795,24587,193,832342,9690,39.41,0.95,0.3
9-September-2015,35.9,35.9,34,34.5,34.3607525294544,37261,292,1280316,23942,64.25,1.9,-1.4
10-September-2015,34.1,34.3,33.8,34.05,34.0219957081545,11184,101,380502,7186,64.25,0.5,-0.05
11-September-2015,34.15,35,34.15,34.35,34.5470571305224,13898,145,480135,4926,35.44,0.85,0.2
14-September-2015,34.5,35.4,34.15,35.05,34.7391875903773,15214,127,528522,7471,49.11,1.25,0.55
15-September-2015,35,35.25,34.55,35,34.9052483268757,14195,112,495480,9225,64.99,0.7,0
16-September-2015,35,35.1,34.55,34.8,34.8373768006065,5276,67,183802,3147,59.65,0.55,-0.2
18-September-2015,35.15,35.3,34.25,34.95,35.0159578257462,98259,474,3440633,65724,66.89,1.05,-0.2
21-September-2015,34.35,34.85,34.1,34.4,34.5006835096957,19751,189,681423,7007,35.48,0.75,0.05
22-September-2015,34.25,34.85,34,34.2,34.4982135565537,19592,192,675889,8301,42.37,0.85,-0.05
23-September-2015,33.85,34.6,33.45,34.15,34.1537529473408,30536,236,1042919,12148,39.78,1.15,0.3
24-September-2015,34.2,34.55,34.1,34.25,34.338016043827,25555,187,877508,9508,37.21,0.45,0.05
28-September-2015,34.9,34.9,33.95,34.05,34.2577772202709,23916,124,819309,15561,65.07,0.95,-0.85
29-September-2015,33.95,34.35,33.4,34,34.0217269239168,64114,486,2181269,29398,45.85,0.95,0.05
30-September-2015,34.3,34.3,33.9,34,33.9929205817995,15538,96,528182,8313,53.5,0.4,-0.3
1-October-2015,33.75,34.15,33.75,33.95,33.9387691346454,16005,119,543190,9535,59.58,0.4,0.2
5-October-2015,34.25,34.4,33.85,34.1,34.203244204133,40503,265,1385334,26438,65.27,0.55,-0.15
6-October-2015,34.1,34.4,34,34.25,34.1790750685778,25883,191,884657,15053,58.16,0.4,0.15
7-October-2015,34.35,34.7,34.2,34.5,34.4572446933775,31423,227,1082750,20146,64.11,0.5,0.15
8-October-2015,34.5,34.95,34.15,34.8,34.6717159763314,21125,142,732440,8637,40.89,0.8,0.3
9-October-2015,34.95,35.05,34.65,34.75,34.8460423582215,21389,97,745322,15765,73.71,0.4,-0.2
12-October-2015,34.8,34.8,34.2,34.4,34.53262005474,20095,135,693933,12218,60.8,0.6,-0.4
13-October-2015,34.25,34.75,34.25,34.55,34.5417895771878,9153,86,316161,4930,53.86,0.5,0.3
14-October-2015,34.7,34.8,34.55,34.6,34.6735391782723,20177,108,699608,16334,80.95,0.25,-0.1
15-October-2015,34.85,35.2,34.65,34.75,34.9064007099039,25919,149,904739,17073,65.87,0.55,-0.1
16-October-2015,35,35.3,34.65,34.8,34.9277263927726,13947,97,487137,8746,62.71,0.65,-0.2
19-October-2015,34.8,34.9,34.4,34.75,34.6500164672302,9109,74,315627,5711,62.7,0.5,-0.05
20-October-2015,35,35,34,34.5,34.7006592716618,19112,136,663199,10467,54.77,1,-0.5
21-October-2015,34.75,34.8,34.2,34.45,34.4723458359822,12584,99,433800,6942,55.17,0.6,-0.3
23-October-2015,34.35,34.6,34.05,34.2,34.3526405451448,7044,90,241980,4796,68.09,0.55,-0.15
26-October-2015,34.3,34.4,33.7,33.9,34.0300591327201,12176,97,414350,6117,50.24,0.7,-0.4
27-October-2015,33.9,34.25,33.7,34,34.0345132743363,10170,111,346131,3882,38.17,0.55,0.1
28-October-2015,34.1,34.1,33.55,33.75,33.7626295639182,10709,54,361564,9149,85.43,0.55,-0.35
29-October-2015,33.85,34,33.55,33.9,33.8255147250456,7674,91,259577,5406,70.45,0.45,0.05
30-October-2015,33.95,34,33.45,33.6,33.7350622733722,12686,108,427963,8845,69.72,0.55,-0.35
2-November-2015,33.5,33.5,32.9,33.15,33.1256305105598,48770,231,1615537,29414,60.31,0.6,-0.35
3-November-2015,33.15,33.55,33.05,33.15,33.1951332714494,15082,103,500649,10790,71.54,0.5,0
4-November-2015,33.45,33.6,33.25,33.4,33.4856572258533,22032,140,737756,7812,35.46,0.35,-0.05
5-November-2015,33.3,33.35,32,32.5,32.387117651591,64895,482,2101762,23637,36.42,1.35,-0.8
6-November-2015,32.5,32.55,32,32.1,32.2516429472951,22977,172,741046,13473,58.64,0.55,-0.4
9-November-2015,32,32.55,31.8,32.25,32.132813400438,26029,181,836385,12533,48.15,0.75,0.25
10-November-2015,32.65,32.65,32.1,32.1,32.2689644065067,6209,59,200358,4580,73.76,0.55,-0.55
11-November-2015,33.9,33.9,32.4,32.6,32.5991541353383,6384,53,208113,5344,83.71,1.5,-1.3
13-November-2015,32.1,32.45,32.1,32.4,32.2681045751634,7650,64,246851,5253,68.67,0.35,0.3
16-November-2015,32.4,32.45,32.15,32.4,32.3015850551939,14132,100,456486,10622,75.16,0.3,0
17-November-2015,32.4,32.45,32,32.2,32.2392975580344,13268,96,427751,9242,69.66,0.45,-0.2
18-November-2015,32.3,32.35,31.7,31.85,32.0173418145296,14935,119,478179,11982,80.23,0.65,-0.45
19-November-2015,32,32.15,31.8,32.1,32.0057269165076,9953,74,318553,6760,67.92,0.35,0.1
20-November-2015,31.9,32.3,31.85,31.95,32.0823264499121,18208,118,584155,12155,66.76,0.45,0.05
23-November-2015,32.25,32.25,31.95,32.05,32.1474285714286,4375,51,140645,3265,74.63,0.3,-0.2
24-November-2015,32.1,32.2,31.85,32,32.0325728925217,8197,96,262571,5033,61.4,0.35,-0.1
26-November-2015,31.9,32.3,31.9,32.05,32.1109547984586,16349,104,524982,11371,69.55,0.4,0.15
27-November-2015,31.95,32.45,31.95,32.2,32.2993005679951,21303,131,688072,14551,68.3,0.5,0.25
30-November-2015,32.5,32.95,32.35,32.75,32.5666520017598,20457,206,666216,11072,54.12,0.6,0.25
1-December-2015,32.95,34.35,32.25,33.4,33.3463584823375,57325,357,1911580,19206,33.5,2.1,0.45
2-December-2015,33.4,34.5,32.9,33.95,33.790055517678,41068,286,1387690,24886,60.6,1.6,0.55
3-December-2015,34.7,34.85,33.5,33.7,34.0149428614753,72543,449,2467546,30581,42.16,1.35,-1
4-December-2015,33.55,33.65,33,33.2,33.3688039073054,9623,92,321108,4720,49.05,0.65,-0.35
7-December-2015,33.55,33.95,32.4,32.5,33.0128517976249,12294,138,405860,7929,64.49,1.55,-1.05
8-December-2015,32.15,32.5,32.05,32.15,32.2542989653942,14015,98,452044,8115,57.9,0.45,0
9-December-2015,32,32.15,31.6,31.75,31.8234423274974,15536,101,494409,,,0.55,-0.25
10-December-2015,32.3,32.45,31.5,32.1,31.9314279216103,26381,211,842383,8731,33.1,0.95,-0.2
11-December-2015,34.5,34.5,31.5,31.8,31.8912056737589,21150,168,674499,17054,80.63,3,-2.7
14-December-2015,31.65,31.75,31.3,31.45,31.4640159375778,12047,123,379047,7655,63.54,0.45,-0.2
15-December-2015,31.8,31.8,31.3,31.6,31.5736893361467,12322,114,389051,8751,71.02,0.5,-0.2
16-December-2015,31.85,32,31.5,31.5,31.7892680921053,9728,79,309246,6440,66.2,0.5,-0.35
17-December-2015,31.95,32.35,31.7,31.8,31.8801463860933,12023,84,383295,8046,66.92,0.65,-0.15
18-December-2015,32,32.5,31.6,31.95,32.0570551436515,17264,185,553433,7372,42.7,0.9,-0.05
21-December-2015,32,32.1,31.85,32.05,31.9846394168185,7682,69,245706,6050,78.76,0.25,0.05
22-December-2015,32.2,32.3,31.7,31.85,31.9295706315194,12367,100,394873,10090,81.59,0.6,-0.35
23-December-2015,32.1,32.1,31.65,31.85,31.9212872666481,14356,117,458262,11281,78.58,0.45,-0.25
24-December-2015,31.8,33.2,31.75,32.7,32.586749404538,15954,130,519889,9799,61.42,1.45,0.9
28-December-2015,33.35,33.5,32.15,32.4,32.7354975961941,59697,467,1954211,21839,36.58,1.35,-0.95
29-December-2015,32.5,32.8,32.1,32.2,32.353331789051,12951,104,419008,9881,76.3,0.7,-0.3
30-December-2015,32.15,32.35,31.8,31.85,32.0752370916754,9490,81,304394,6331,66.71,0.55,-0.3
31-December-2015,32,32.05,31.6,31.85,31.7888657578403,14891,119,473368,8923,59.92,0.45,-0.15
1-January-2016,32,32.45,31.8,32.35,32.1521980637994,12602,100,405182,8829,70.06,0.65,0.35
4-January-2016,32.4,32.5,31.6,31.7,31.9537313432836,12060,128,385362,7807,64.73,0.9,-0.7
5-January-2016,32.4,32.4,31.75,31.95,32.0319711891812,13606,123,435827,8073,59.33,0.65,-0.45
6-January-2016,32,32.2,31.8,32,32.0394488930758,8492,50,272079,5805,68.36,0.4,0
7-January-2016,31.7,31.7,31.1,31.15,31.3437673900946,14376,150,450598,9175,63.82,0.6,-0.55
8-January-2016,31.15,31.85,31.15,31.5,31.5440702884346,28568,199,901151,14895,52.14,0.7,0.35
11-January-2016,32,32,31.15,31.3,31.3654304793704,16772,103,526061,11644,69.43,0.85,-0.7
12-January-2016,31.4,31.4,30.7,30.8,31.0147724742038,13471,129,417800,7481,55.53,0.7,-0.6
13-January-2016,31.3,31.4,30.2,30.5,30.8178546675908,37514,182,1156101,27056,72.12,1.2,-0.8
14-January-2016,30,30.4,29.6,30.1,30.0425994712713,29883,178,897763,20133,67.37,0.8,0.1
