Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-March-2017,32.75,34.25,32.5,33.05,33.335915071405,81857,452,2728778,21680,26.49,1.75,0.3
22-March-2017,33.8,35.9,33.3,34.25,34.7765367930119,442122,2102,15375472,116447,26.34,2.6,0.45
23-March-2017,34.3,34.35,33.5,33.7,33.7334425897141,59188,325,1996615,27320,46.16,0.85,-0.6
24-March-2017,33.55,34.9,33.5,34.1,34.2068328458061,71449,532,2444044,31514,44.11,1.4,0.55
27-March-2017,34,34.7,33.5,33.6,34.0285292111844,43990,272,1496915,22168,50.39,1.2,-0.4
28-March-2017,33.85,34,33.4,33.45,33.6567012672321,30539,162,1027842,20761,67.98,0.6,-0.4
29-March-2017,33.6,33.9,33.4,33.5,33.6276980784417,30392,151,1022013,21084,69.37,0.5,-0.1
30-March-2017,33.9,34,33.4,33.5,33.5891187149301,18178,99,610583,13755,75.67,0.6,-0.4
31-March-2017,33.65,34.25,33.4,33.6,33.8060056022409,44625,209,1508593,17088,38.29,0.85,-0.05
3-April-2017,34,34,33.5,33.6,33.6567477062971,36731,165,1236246,24904,67.8,0.5,-0.4
5-April-2017,33.75,35.1,33.3,34.6,34.4069014179659,133219,584,4583653,73673,55.3,1.8,0.85
6-April-2017,34.5,35.2,34.3,34.4,34.6905584572117,49780,270,1726896,24746,49.71,0.9,-0.1
7-April-2017,34.4,35.7,34.2,34.6,35.0570076442068,146647,679,5141005,50121,34.18,1.5,0.2
10-April-2017,34.3,35.45,34.3,34.85,35.0775062888103,56847,334,1994051,29329,51.59,1.15,0.55
11-April-2017,35,36.05,34.75,35.8,35.5497719845422,80477,362,2860939,40060,49.78,1.3,0.8
12-April-2017,35.85,36.25,35,35.35,35.4203404203768,82545,320,2923772,57334,69.46,1.25,-0.5
13-April-2017,35,35.5,34.55,34.7,35.0268501543246,43091,158,1509342,25471,59.11,0.95,-0.3
17-April-2017,34.6,34.9,34.35,34.5,34.4922962687952,26935,106,929050,16482,61.19,0.55,-0.1
18-April-2017,34.5,35.9,34.25,34.45,34.9229438919959,71701,343,2504010,35083,48.93,1.65,-0.05
19-April-2017,34.1,34.5,33.35,33.65,34.018445280083,30848,175,1049401,21618,70.08,1.15,-0.45
20-April-2017,33.7,34.55,33.7,33.8,34.0102272727273,21120,169,718296,8842,41.87,0.85,0.1
21-April-2017,33.9,34.35,33.7,33.8,33.8998968434083,24235,134,821564,16276,67.16,0.65,-0.1
24-April-2017,34.15,34.7,33.6,34.5,34.2614291559722,26883,154,921050,13511,50.26,1.1,0.35
25-April-2017,34.75,35.2,34.5,34.6,34.7743689915355,52218,224,1815848,17245,33.03,0.7,-0.15
26-April-2017,34.9,35.2,34.35,34.65,34.8294323669634,64813,246,2257400,26001,40.12,0.85,-0.25
27-April-2017,34.95,35,34.5,34.6,34.6534047436878,15684,98,543504,8897,56.73,0.5,-0.35
28-April-2017,34.85,37,34.5,36.5,36.2721251841088,303489,1765,11008191,111420,36.71,2.5,1.65
2-May-2017,37,38,36.7,37.3,37.3179559793218,238706,1046,8908020,101492,42.52,1.3,0.3
3-May-2017,37.9,38.6,36,37.85,37.6975601463588,247064,1048,9313710,109559,44.34,2.6,-0.05
4-May-2017,38.5,40.7,36.85,37.5,38.5250255090316,1087850,5025,41909449,243685,22.4,3.85,-1
5-May-2017,37.2,37.4,35.05,35.45,36.1506298342541,362000,1583,13086528,117409,32.43,2.35,-1.75
8-May-2017,35.4,36.3,35.15,35.95,35.7629703390221,108459,339,3878816,33578,30.96,1.15,0.55
9-May-2017,36.3,36.5,35.4,35.65,35.8414409360474,99824,389,3577836,34849,34.91,1.1,-0.65
10-May-2017,35.5,36.2,35.3,35.45,35.7306607703647,93618,272,3345033,34640,37,0.9,-0.05
11-May-2017,35.3,35.8,35.05,35.15,35.3266163284568,42380,205,1497142,25130,59.3,0.75,-0.15
12-May-2017,35.15,35.4,33.8,33.95,34.3299833224567,68955,302,2367224,36433,52.84,1.6,-1.2
15-May-2017,34.3,34.3,33.6,33.8,33.9091229865387,56681,158,1922003,27440,48.41,0.7,-0.5
16-May-2017,33.8,34.45,33.65,33.9,33.9197946743664,52989,183,1797376,22103,41.71,0.8,0.1
17-May-2017,33.85,33.9,33.65,33.8,33.7773601649571,38313,135,1294112,17484,45.63,0.25,-0.05
18-May-2017,33.7,33.7,33,33.2,33.3310615807226,28759,188,958568,16462,57.24,0.7,-0.5
19-May-2017,33.4,33.65,33,33.1,33.2335714285714,35000,166,1163175,16194,46.27,0.65,-0.3
22-May-2017,33.4,33.4,31.8,31.9,32.2486119817319,44668,275,1440481,32021,71.69,1.6,-1.5
23-May-2017,31.9,31.9,30.65,31.45,31.323680477425,40886,287,1280700,21013,51.39,1.25,-0.45
24-May-2017,31.55,31.55,30.05,30.25,30.8017288465649,42109,203,1297030,24850,59.01,1.5,-1.3
25-May-2017,30.1,30.65,29.9,30.5,30.1930518796413,38917,213,1175023,20845,53.56,0.75,0.4
26-May-2017,30.7,31.6,30.4,31.3,30.9393976493634,32672,208,1010852,15407,47.16,1.2,0.6
29-May-2017,31.25,31.5,29.8,30.55,30.3973482494303,24135,187,733640,13770,57.05,1.7,-0.7
30-May-2017,30.45,30.55,30,30.45,30.2968569682981,14731,119,446303,6543,44.42,0.55,0
31-May-2017,30.2,30.95,30,30.65,30.5181152823799,27463,148,838119,11584,42.18,0.95,0.45
1-June-2017,30.75,30.8,30.1,30.25,30.3015944815108,17686,142,535914,9301,52.59,0.7,-0.5
2-June-2017,30.55,30.65,30.15,30.3,30.3479824422233,18909,141,573850,12754,67.45,0.5,-0.25
5-June-2017,30.2,30.5,30.1,30.15,30.3280659103187,22212,139,673647,15195,68.41,0.4,-0.05
6-June-2017,30,30.3,30,30.15,30.1495745145101,27498,102,829053,15140,55.06,0.3,0.15
7-June-2017,30,30.3,29.9,29.95,29.9871506232497,18211,110,546096,11802,64.81,0.4,-0.05
8-June-2017,30,30,29.7,29.8,29.8311793214863,18570,117,553965,12753,68.68,0.3,-0.2
9-June-2017,29.55,30.05,29.5,29.7,29.7210255782646,16342,100,485701,9157,56.03,0.55,0.15
12-June-2017,30,30.5,29.5,30.1,30.0286809059524,26359,148,791526,9137,34.66,1,0.1
13-June-2017,30,30.25,29.6,29.75,29.8047760713999,12437,99,370682,6996,56.25,0.65,-0.25
14-June-2017,29.75,31.6,29.65,30.8,30.7483509659883,85353,417,2624464,20915,24.5,1.95,1.05
15-June-2017,30.9,30.9,29.95,30.15,30.3715209669724,18863,130,572898,10894,57.75,0.95,-0.75
16-June-2017,30.15,31,29.85,30.85,30.6140769057792,22235,165,680704,13388,60.21,1.15,0.7
19-June-2017,30.5,30.5,29.5,29.8,29.8464726524685,99168,507,2959815,52812,53.26,1,-0.7
20-June-2017,29.75,29.75,29.15,29.35,29.2904686632204,23407,165,685602,16214,69.27,0.6,-0.4
21-June-2017,29.25,29.4,29.1,29.2,29.2558438773322,23315,102,682100,16626,71.31,0.3,-0.05
22-June-2017,29.1,29.5,29,29.05,29.1785290628707,15174,101,442755,9423,62.1,0.5,-0.05
23-June-2017,29,29,28.4,28.55,28.6098017861032,22955,145,656738,13425,58.48,0.6,-0.45
27-June-2017,28.5,28.55,27.6,27.75,28.0085815579338,30181,163,845327,16405,54.36,0.95,-0.75
28-June-2017,27.5,28,27.5,27.7,27.7462050999449,19961,122,553842,11997,60.1,0.5,0.2
29-June-2017,27.5,28.25,27.5,27.95,27.9475321588367,28608,151,799523,16598,58.02,0.75,0.45
30-June-2017,27.8,28.45,27.7,28.1,27.9579817559863,17540,91,490383,10437,59.5,0.75,0.3
3-July-2017,28.2,28.5,27.9,28.1,28.2128340233346,21256,114,599692,14029,66,0.6,-0.1
4-July-2017,28.1,28.5,28,28.05,28.145716611598,20883,99,587767,15240,72.98,0.5,-0.05
5-July-2017,28.1,28.35,27.8,28.3,28.1222993612885,36010,162,1012684,16802,46.66,0.55,0.2
6-July-2017,28.4,29.35,28.4,28.85,28.9213091688721,29851,165,863330,15632,52.37,0.95,0.45
7-July-2017,28.8,29.4,28.8,29.15,29.116512992456,16702,97,486304,9003,53.9,0.6,0.35
10-July-2017,29.85,29.85,29.1,29.35,29.3916989137481,50909,291,1496302,38933,76.48,0.75,-0.5
11-July-2017,29.65,29.65,28.85,29.15,29.3390658942795,22096,126,648276,15861,71.78,0.8,-0.5
12-July-2017,29,29.3,28.75,28.95,28.9907196443457,17995,124,521688,11759,65.35,0.55,-0.05
13-July-2017,29.2,29.45,28.8,29.05,29.1732646834477,26220,148,764923,13334,50.85,0.65,-0.15
14-July-2017,29,29.15,28.75,29,28.9937232905983,7488,63,217105,4671,62.38,0.4,0
17-July-2017,29.1,29.1,28.5,28.7,28.7935594699242,36674,237,1055975,24751,67.49,0.6,-0.4
18-July-2017,29,29,28.25,28.35,28.5192219504739,26168,136,746291,14515,55.47,0.75,-0.65
19-July-2017,28.85,29.1,28.7,28.8,28.9108674542806,24716,140,714561,11584,46.87,0.4,-0.05
20-July-2017,29.1,29.1,28.8,28.85,28.9544777970727,24186,112,700293,14639,60.53,0.3,-0.25
21-July-2017,28.8,29,28.25,28.4,28.5334152222374,21981,128,627193,11852,53.92,0.75,-0.4
24-July-2017,28.45,29.4,28.45,28.95,29.0705403987408,38120,235,1108169,22916,60.12,0.95,0.5
25-July-2017,29.1,29.65,28.75,28.9,28.9774587414464,29812,173,863876,19748,66.24,0.9,-0.2
26-July-2017,28.85,29.15,28.85,28.95,29.0469969460468,11788,103,342406,6597,55.96,0.3,0.1
27-July-2017,28.9,29.2,28.6,28.75,28.844832742342,23407,134,675171,15074,64.4,0.6,-0.15
28-July-2017,29,29,28.45,28.6,28.695252819207,10996,77,315533,7971,72.49,0.55,-0.4
31-July-2017,28.75,30,26.9,29.1,28.3043930363192,186568,1153,5280694,40681,21.8,3.1,0.35
1-August-2017,29.1,29.1,28.35,28.45,28.5530377026763,30714,235,876978,18663,60.76,0.75,-0.65
2-August-2017,28.9,29,28.4,28.55,28.6155719998162,21757,134,622589,13847,63.64,0.6,-0.35
3-August-2017,28.2,28.9,27.75,27.95,28.1437248560385,12677,148,356778,7705,60.78,1.15,-0.25
4-August-2017,28.7,28.7,27.15,27.75,27.893398725971,17739,189,494801,10215,57.58,1.55,-0.95
7-August-2017,27.85,28.05,27.5,27.75,27.7660017957927,31184,155,865855,14378,46.11,0.55,-0.1
8-August-2017,27.8,27.8,26.8,27.05,27.2341515179478,21674,171,590273,13969,64.45,1,-0.75
9-August-2017,27,27.95,26.9,27.05,27.1755995828989,14385,125,390921,9338,64.91,1.05,0.05
10-August-2017,27.15,27.15,26.15,26.25,26.5171276719556,25777,173,683532,17203,66.74,1,-0.9
11-August-2017,26,28.25,25.1,26.1,26.4020845825544,56702,304,1497051,20738,36.57,3.15,0.1
14-August-2017,26.1,26.8,26.1,26.65,26.6364694632686,24053,171,640687,12785,53.15,0.7,0.55
16-August-2017,26.8,27.2,26.55,26.85,26.7985067993956,11251,97,301510,7256,64.49,0.65,0.05
17-August-2017,27.1,27.75,26.85,26.95,27.1104823320392,15197,107,411998,8187,53.87,0.9,-0.15
18-August-2017,26.7,28,26.55,27.1,26.7901222493888,20450,110,547858,13600,66.5,1.45,0.4
21-August-2017,28,28,26.9,27,27.1138559708295,21940,153,594878,11417,52.04,1.1,-1
22-August-2017,27.75,27.75,26.1,26.55,26.7506426735219,19450,110,520300,11439,58.81,1.65,-1.2
23-August-2017,26.85,27.45,26.85,27.15,27.1932052353105,17955,123,488254,8524,47.47,0.6,0.3
24-August-2017,27.3,27.35,26.9,27.3,27.1671059567739,17073,115,463824,9646,56.5,0.45,0
28-August-2017,27.45,27.45,26.55,27.05,27.0110775862069,23200,155,626657,10526,45.37,0.9,-0.4
29-August-2017,27.35,27.35,26.8,26.9,26.9957271044011,7021,70,189537,3403,48.47,0.55,-0.45
30-August-2017,27.05,27.2,26.7,26.9,26.9512831069027,7287,60,196394,3364,46.16,0.5,-0.15
31-August-2017,26.8,27,26.55,26.65,26.8424970615123,7657,63,205533,3925,51.26,0.45,-0.15
1-September-2017,26.8,27,26.5,26.55,26.7285739120357,17257,121,461255,7337,42.52,0.5,-0.25
4-September-2017,26.55,26.65,26,26.4,26.328641370869,13072,90,344168,8339,63.79,0.65,-0.15
5-September-2017,26.4,26.65,26.2,26.3,26.383583189973,20345,120,536774,10987,54,0.45,-0.1
6-September-2017,26.4,26.7,26.4,26.55,26.5360325239474,17956,105,476481,12760,71.06,0.3,0.15
7-September-2017,26.85,26.85,26.25,26.45,26.5650184401038,14642,78,388965,8010,54.71,0.6,-0.4
8-September-2017,26.4,27,25.9,26.3,26.2118900994789,21110,129,553333,12682,60.08,1.1,-0.1
11-September-2017,26.9,26.9,25,26.15,25.9887505173257,26579,156,690755,16307,61.35,1.9,-0.75
12-September-2017,26.55,26.55,26.15,26.35,26.3568646888055,14123,96,372238,7267,51.46,0.4,-0.2
13-September-2017,26.3,26.85,26.3,26.45,26.5998083067093,15650,119,416287,7704,49.23,0.55,0.15
14-September-2017,26.35,26.65,26,26.15,26.3098164870376,17165,105,451608,9170,53.42,0.65,-0.2
15-September-2017,26.25,26.45,25.8,25.95,26.1156450685924,40019,184,1045122,25014,62.51,0.65,-0.3
18-September-2017,26.5,26.5,26,26.1,26.1555524025728,21144,180,553033,12549,59.35,0.5,-0.4
19-September-2017,26.1,26.35,25.55,26.05,25.9387054593004,42826,252,1110851,15124,35.31,0.8,-0.05
20-September-2017,26.25,26.25,25.7,25.95,25.8860704763277,41631,279,1077663,29740,71.44,0.55,-0.3
21-September-2017,25.95,26.15,25.7,25.9,25.8760201423858,17277,104,447060,10097,58.44,0.45,-0.05
22-September-2017,25.75,26.85,25.75,25.95,26.2967705849451,67938,384,1786550,18558,27.32,1.1,0.2
25-September-2017,25.9,25.9,25.35,25.5,25.5529280021079,15181,95,387919,10400,68.51,0.55,-0.4
26-September-2017,26.7,26.7,25.4,25.5,25.5863485095235,14123,107,361356,8634,61.13,1.3,-1.2
27-September-2017,25.55,25.8,25.1,25.15,25.4662689645014,13578,89,345781,5500,40.51,0.7,-0.4
28-September-2017,25.15,25.25,25.05,25.15,25.1211845102506,13170,75,330846,8018,60.88,0.2,0
29-September-2017,25.4,25.4,25.05,25.1,25.2037719488402,9226,57,232530,4806,52.09,0.35,-0.3
3-October-2017,25.15,25.25,25,25.15,25.1131386861314,11782,60,295883,6472,54.93,0.25,0
4-October-2017,25.05,25.4,25.05,25.15,25.2086178357128,19332,88,487333,12181,63.01,0.35,0.1
5-October-2017,25.4,25.5,25.15,25.2,25.3002136135327,17321,72,438225,10303,59.48,0.35,-0.2
6-October-2017,25.1,25.45,25.1,25.2,25.261208576998,7182,65,181426,4727,65.82,0.35,0.1
9-October-2017,25.3,25.4,25.05,25.2,25.2193216463415,5248,50,132351,3722,70.92,0.35,-0.1
10-October-2017,25.2,25.3,25,25.15,25.0958628915814,15929,99,399752,10136,63.63,0.3,-0.05
11-October-2017,25.15,25.35,25,25,25.1116240033571,14298,103,359046,9195,64.31,0.35,-0.15
12-October-2017,25.1,25.2,24.85,25.05,24.9850098391017,17278,106,431691,11674,67.57,0.35,-0.05
13-October-2017,25.05,25.3,25.05,25.05,25.1016737891738,11232,69,281942,9005,80.17,0.25,0
16-October-2017,25.2,25.2,24.8,24.95,24.9651326475365,9235,66,230553,7427,80.42,0.4,-0.25
17-October-2017,25,25,24.8,24.9,24.9128257799461,7789,58,194046,5585,71.7,0.2,-0.1
18-October-2017,24.8,24.85,24.55,24.6,24.6760316066725,12529,64,309166,9954,79.45,0.3,-0.2
19-October-2017,25.85,25.85,24.8,25,24.980396961529,8162,51,203890,6592,80.76,1.05,-0.85
23-October-2017,25,25,24.5,24.75,24.7004505789083,17533,104,433073,9204,52.5,0.5,-0.25
24-October-2017,25,25.4,24.95,25.3,25.2016458217679,30623,155,771750,17033,55.62,0.45,0.3
25-October-2017,27.95,30.25,27.45,29.75,28.9569555626226,694933,2556,20123144,278385,40.06,2.8,1.8
26-October-2017,29.7,29.9,27.7,27.85,28.4787749929302,190954,1286,5438136,73199,38.33,2.2,-1.85
27-October-2017,28.5,28.5,27.05,27.25,27.3368935871568,45596,224,1246453,24718,54.21,1.45,-1.25
30-October-2017,27.1,28.45,26.8,27.75,27.6979887646912,52157,263,1444644,19191,36.79,1.65,0.65
31-October-2017,27.55,28.25,27.4,27.6,27.7377232142857,39424,185,1093532,19190,48.68,0.85,0.05
1-November-2017,27.75,29,27.75,28.15,28.2791024647786,69702,262,1971110,28050,40.24,1.25,0.4
2-November-2017,28.55,28.55,27.85,28.15,28.0600823664366,53177,227,1492151,27248,51.24,0.7,-0.4
3-November-2017,28.2,28.6,28.05,28.3,28.2500824682255,51535,170,1455868,32745,63.54,0.55,0.1
6-November-2017,28,28,27.45,27.65,27.7008395269762,66466,258,1841164,43076,64.81,0.55,-0.35
7-November-2017,27.15,28.5,27.15,27.9,28.0332783602309,101868,419,2855694,41305,40.55,1.35,0.75
8-November-2017,27.9,28.3,27.35,27.5,27.8713931780075,39959,184,1113713,18775,46.99,0.95,-0.4
9-November-2017,27.5,28.15,27.35,27.7,27.6915194061164,24786,131,686362,12833,51.78,0.8,0.2
10-November-2017,27.6,29.9,27.4,28.2,28.5923922658916,316520,1730,9050064,62626,19.79,2.5,0.6
13-November-2017,28.25,28.25,27.1,27.2,27.4427862211799,32833,168,901029,15882,48.37,1.15,-1.05
14-November-2017,27,27.35,26.8,27,27.0553421013743,13534,99,366167,6851,50.62,0.55,0
15-November-2017,27.35,27.35,26.45,26.5,26.7267686034659,24525,113,655474,13540,55.21,0.9,-0.85
16-November-2017,26.5,26.95,26.4,26.65,26.6244565008273,25989,135,691943,9547,36.73,0.55,0.15
17-November-2017,27.45,28.2,27.1,27.25,27.612136975919,58054,361,1602995,23622,40.69,1.1,-0.2
20-November-2017,27.15,27.25,26.9,27,27.0134049712363,18426,93,497749,13234,71.82,0.35,-0.15
21-November-2017,27.05,27.25,26.65,26.75,26.9135630639278,20836,146,560771,12526,60.12,0.6,-0.3
22-November-2017,26.55,27,26.4,26.65,26.5704105276964,22873,131,607745,9152,40.01,0.6,0.1
23-November-2017,27,27,26.6,26.75,26.7523186522694,22319,125,597085,12852,57.58,0.4,-0.25
24-November-2017,27,27.05,26.55,26.75,26.856566926804,27037,151,726121,18495,68.41,0.5,-0.25
27-November-2017,26.95,27.2,26.8,26.85,26.9701702877275,17030,108,459302,11447,67.22,0.4,-0.1
28-November-2017,26.8,29,26.8,27.55,27.6554284933254,43898,222,1214018,15045,34.27,2.2,0.75
29-November-2017,27.15,27.95,27.1,27.25,27.3469793130178,20641,112,564469,10113,48.99,0.85,0.1
30-November-2017,27.25,27.4,26.85,27,27.0714033435366,16988,122,459889,6907,40.66,0.55,-0.25
1-December-2017,27,27.25,26.5,26.7,27.008781680747,8996,77,242971,5356,59.54,0.75,-0.3
4-December-2017,26.5,26.85,25.9,26.15,26.2180988740779,30908,157,810349,16312,52.78,0.95,-0.35
5-December-2017,26.25,26.9,26.25,26.65,26.588391161927,47929,188,1274355,25759,53.74,0.65,0.4
6-December-2017,26.95,26.95,25.55,25.7,26.0523706472556,50830,219,1324242,30224,59.46,1.4,-1.25
7-December-2017,25.6,26.15,25.6,26,26.0018049288441,14405,100,374556,10493,72.84,0.55,0.4
8-December-2017,26.65,26.65,25.85,26,26.0623389056632,54316,223,1415602,32536,59.9,0.8,-0.65
11-December-2017,26.1,26.45,25.8,26.15,26.1373628034953,33073,138,864441,19317,58.41,0.65,0.05
12-December-2017,26,26.1,25.8,26,25.9714512922465,12575,78,326591,8701,69.19,0.3,0
13-December-2017,25.8,26.15,25.55,25.6,25.8428920593418,17593,90,454654,12270,69.74,0.6,-0.2
14-December-2017,25.6,26,25.1,25.85,25.7089519329707,13606,95,349796,6773,49.78,0.9,0.25
15-December-2017,25.55,25.55,21.05,21.25,21.9304448587321,1438614,3827,31549445,732764,50.94,4.5,-4.3
18-December-2017,21,21.9,20.8,21.3,21.5302809046902,347876,1109,7489868,162985,46.85,1.1,0.3
19-December-2017,21.5,21.65,21.1,21.25,21.4288938594298,147983,448,3171112,93111,62.92,0.55,-0.25
20-December-2017,21.2,21.4,21,21.1,21.2089440362767,161426,478,3423675,103592,64.17,0.4,-0.1
21-December-2017,21.1,21.6,21.05,21.35,21.3379785974979,161383,454,3443587,71501,44.31,0.55,0.25
22-December-2017,21.4,22.25,21.4,21.95,21.9351497812367,184903,658,4055875,123437,66.76,0.85,0.55
26-December-2017,22,22.3,21.85,22.15,22.0917749224455,197603,478,4365401,133001,67.31,0.45,0.15
27-December-2017,22.1,22.3,21.8,22,22.0870701920369,138463,378,3058242,101162,73.06,0.5,-0.1
28-December-2017,22.15,22.55,22,22.4,22.335134054871,160121,553,3576324,91636,57.23,0.55,0.25
29-December-2017,23,23.5,22.7,22.85,22.8298916678317,264649,865,6041908,139025,52.53,0.8,-0.15
1-January-2018,23.25,24.1,23,23.25,23.3773227552519,293563,803,6862717,175059,59.63,1.1,0
2-January-2018,23.5,23.95,22.8,23,23.1505303025189,148123,552,3429126,82491,55.69,1.15,-0.5
3-January-2018,23.4,23.45,23,23.05,23.2304303813486,126446,352,2937395,81203,64.22,0.45,-0.35
4-January-2018,24.7,24.75,23.4,23.6,23.8527005716539,588468,1383,14036551,327710,55.69,1.35,-1.1
5-January-2018,24,24.15,23.5,23.65,23.6905252265466,199076,463,4716215,93498,46.97,0.65,-0.35
8-January-2018,23.85,24,23.5,23.6,23.6850441760639,99941,347,2367107,53316,53.35,0.5,-0.25
9-January-2018,23.7,23.8,23.1,23.25,23.4590436059503,187956,393,4409268,122335,65.09,0.7,-0.45
10-January-2018,23.1,23.4,22.75,22.9,22.9647507058082,145932,469,3351292,73553,50.4,0.65,-0.2
11-January-2018,22.7,22.8,22.45,22.55,22.5950168650162,125704,350,2840284,80016,63.65,0.35,-0.15
12-January-2018,22.45,22.7,22.4,22.45,22.5432853315472,107496,288,2423313,63208,58.8,0.3,0
15-January-2018,22.45,22.7,22.2,22.3,22.5239118469762,132633,444,2987414,91809,69.22,0.5,-0.15
16-January-2018,22.15,22.2,21.7,21.85,21.9381113410387,99065,287,2173299,57850,58.4,0.5,-0.3
17-January-2018,21.75,21.75,21.2,21.55,21.5763003190187,149521,411,3226110,75950,50.8,0.55,-0.2
18-January-2018,22.1,22.75,21.15,21.25,21.6670125557746,250562,619,5428930,131872,52.63,1.6,-0.85
19-January-2018,21.25,21.9,20.95,21.2,21.1337227079328,192959,449,4077942,115069,59.63,0.95,-0.05
22-January-2018,21.2,21.25,20.9,21,21.0229040131691,105702,296,2222163,66432,62.85,0.35,-0.2
23-January-2018,21.1,21.3,20.85,21.15,21.0871957862888,144101,382,3038686,73210,50.8,0.45,0.05
24-January-2018,21.25,21.5,20.9,21.2,21.1242166581619,174413,328,3684338,70659,40.51,0.6,-0.05
25-January-2018,22.35,22.55,20.55,20.7,21.0967419479075,693267,1285,14625675,376801,54.35,2,-1.65
29-January-2018,21.2,21.2,20.65,20.7,20.8466720779221,197120,498,4109296,120050,60.9,0.55,-0.5
30-January-2018,21,21,19.4,19.85,19.9543000394606,430810,860,8596512,251072,58.28,1.6,-1.15
31-January-2018,19.85,20,19.5,19.95,19.8185211459031,150833,473,2989287,85012,56.36,0.5,0.1
1-February-2018,20.45,20.45,19.75,19.9,19.9611412318905,281275,590,5614570,109624,38.97,0.7,-0.55
2-February-2018,19.75,19.75,19.05,19.2,19.2974533406524,204032,490,3937298,74993,36.76,0.7,-0.55
5-February-2018,19,19.5,18.75,19.35,19.0287812427965,151835,369,2889235,76852,50.62,0.75,0.35
6-February-2018,19.25,19.8,18.65,19.1,19.0224690267212,307846,794,5855991,88220,28.66,1.15,-0.15
7-February-2018,19.45,19.45,18.85,18.9,18.9809938782859,138850,331,2635511,72144,51.96,0.6,-0.55
8-February-2018,19.2,19.2,18.6,19.05,19.0158894808808,84836,262,1613232,40041,47.2,0.6,-0.15
9-February-2018,19.05,19.05,18.5,18.9,18.9005004574073,111498,341,2107368,57754,51.8,0.55,-0.15
12-February-2018,18.9,19.2,18.85,18.95,19.0445315055814,125327,271,2386794,53227,42.47,0.35,0.05
14-February-2018,19.2,19.35,18.8,18.9,19.0477642439943,124298,273,2367599,47019,37.83,0.55,-0.3
15-February-2018,18.9,19,18.55,18.65,18.7201075294937,123501,335,2311952,66105,53.53,0.45,-0.25
16-February-2018,18.7,18.85,18.35,18.4,18.5766426394566,288423,557,5357931,54111,18.76,0.5,-0.3
19-February-2018,19,19,16.9,17.15,17.4670712417108,328740,888,5742125,186438,56.71,2.1,-1.85
20-February-2018,17.15,17.15,16.1,16.9,16.7878044897309,219835,702,3690547,82908,37.71,1.05,-0.25
21-February-2018,17,17.05,16.6,16.9,16.8692704663607,262565,2191,4429280,121224,46.17,0.45,-0.1
22-February-2018,16.95,17,16.65,16.75,16.7869925002373,126404,712,2121943,70608,55.86,0.35,-0.2
23-February-2018,16.75,16.9,16.65,16.8,16.7997608515446,136317,1098,2290093,78151,57.33,0.25,0.05
26-February-2018,16.8,17.1,16.75,16.85,16.8700642544332,111432,297,1879865,69023,61.94,0.35,0.05
27-February-2018,16.75,16.85,16.4,16.55,16.6142846230235,65455,789,1087488,41003,62.64,0.45,-0.2
28-February-2018,16.4,16.9,16,16.75,16.5101732339473,134962,460,2228246,40967,30.35,0.9,0.35
1-March-2018,16.8,16.95,16.5,16.65,16.6834753520331,88486,380,1476254,46858,52.96,0.45,-0.15
5-March-2018,16.5,16.9,15.9,16.05,16.1877951711329,94225,350,1525295,49261,52.28,1,-0.45
6-March-2018,16.1,16.35,15.2,15.3,15.665866808061,258379,724,4047731,112498,43.54,1.15,-0.8
7-March-2018,15.35,15.35,14.4,14.55,14.810363731013,343853,869,5092588,139231,40.49,0.95,-0.8
8-March-2018,14.15,15.6,14.1,14.85,14.7888807098849,422491,1937,6248169,143682,34.01,1.5,0.7
9-March-2018,15.05,15.4,14.7,14.8,14.945349933039,201610,432,3013132,106798,52.97,0.7,-0.25
12-March-2018,15,15,14,14.35,14.284656117361,194136,544,2773166,75698,38.99,1,-0.65
13-March-2018,14.05,15.35,14.05,15.05,15.0220856264742,223856,632,3362784,86634,38.7,1.3,1
14-March-2018,15,15,14.75,14.85,14.8701913690949,220255,389,3275234,86015,39.05,0.25,-0.15
15-March-2018,14.75,15.15,14.75,14.8,14.8962835124108,251474,407,3746028,141800,56.39,0.4,0.05
16-March-2018,15,15.15,14.75,14.85,14.9361302442079,336967,957,5032983,152283,45.19,0.4,-0.15
19-March-2018,14.85,15.1,14.55,14.6,14.729477760743,112841,290,1662089,56532,50.1,0.55,-0.25
20-March-2018,14.5,14.75,14.35,14.45,14.5706362232091,207160,308,3018453,118427,57.17,0.4,-0.05
21-March-2018,14.45,14.65,14.1,14.35,14.4940919205095,104264,274,1511212,43600,41.82,0.55,-0.1
22-March-2018,14.4,14.45,13.95,14,14.1322106292794,306700,410,4334349,191037,62.29,0.5,-0.4
23-March-2018,13.9,13.9,13.65,13.75,13.7510879025239,176946,418,2433200,104289,58.94,0.25,-0.15
26-March-2018,13.95,13.95,13.5,13.6,13.6173092834685,241720,431,3291576,155996,64.54,0.45,-0.35
27-March-2018,14,14.35,13.75,14,14.0281729545232,142974,346,2005664,82148,57.46,0.6,0
28-March-2018,13.9,13.9,13.55,13.6,13.6676207407114,201941,364,2760053,118984,58.92,0.35,-0.3
2-April-2018,13.75,13.95,13.6,13.75,13.7645287083487,100267,248,1380128,45237,45.12,0.35,0
